"","unique_ID","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
"103","Kasper Schmeichel_2019",2019,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","31",1986,38,48,5,0,4,0,40,0.26,-8,-0.21,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
"104","Aitor Fernández_2019",2019,"Levante","La Liga","Aitor Fernández","ESP","GK","27",1991,16,24,4,0,3,1,25.8,0.27,2.8,0.17,89,252,35.3,295,83,47.8,39.4,162,68.5,49.1,224,5,2.2,17,1.06,14.6,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"105","Oier Olazábal_2019",2019,"Levante","La Liga","Oier Olazábal","ESP","GK","28",1989,21,40,4,1,3,1,40.7,0.27,1.7,0.08,116,318,36.5,351,97,48.7,40.5,224,65.6,47.5,363,14,3.9,14,0.67,11.8,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
"106","Koke Vegas_2019",2019,"Levante","La Liga","Koke Vegas","ESP","GK","22",1995,1,2,0,0,0,0,2.5,0.31,0.5,0.48,2,7,28.6,16,4,43.8,34.8,8,0,28,8,0,0,1,1,16.5,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
"107","Lukáš Hrádecký_2019",2019,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","28",1989,32,47,3,2,9,2,38.2,0.27,-6.8,-0.21,199,438,45.4,1160,162,29.1,31.8,193,52.3,41.6,401,10,2.5,51,1.59,18.5,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"108","Ramazan Özcan_2019",2019,"Leverkusen","Bundesliga","Ramazan Özcan","AUT","GK","34",1984,2,5,1,0,1,1,4.9,0.24,0.9,0.43,12,38,31.6,54,7,53.7,40.5,14,64.3,47.8,23,1,4.3,2,1,10.9,"https://fbref.com/en/players/a165a577/Ramazan-Ozcan"
"109","Mike Maignan_2019",2019,"Lille","Ligue 1","Mike Maignan","FRA","GK","23",1995,38,33,6,1,4,0,39,0.25,6,0.16,177,557,31.8,840,189,42,36.2,273,74.7,53.5,497,29,5.8,44,1.16,16.5,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"110","Alisson_2019",2019,"Liverpool","Premier League","Alisson","BRA","GK","25",1992,38,22,0,0,5,0,27.2,0.29,5.2,0.14,129,311,41.5,1072,212,20.1,28.8,216,44,41.3,385,16,4.2,59,1.55,16.6,"https://fbref.com/en/players/7a2e46a8/Alisson"
"111","Mathieu Gorgelin_2019",2019,"Lyon","Ligue 1","Mathieu Gorgelin","FRA","GK","27",1990,4,5,0,1,1,0,3.7,0.25,-1.3,-0.33,11,21,52.4,83,24,10.8,24.2,29,41.4,39.1,46,0,0,9,2.25,16.7,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
"112","Anthony Lopes_2019",2019,"Lyon","Ligue 1","Anthony Lopes","POR","GK","27",1990,34,42,5,1,3,3,35.9,0.24,-3.1,-0.09,127,306,41.5,820,169,27.1,30.4,250,33.6,37.7,395,13,3.3,30,0.88,15.2,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"113","Yann Sommer_2019",2019,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","29",1988,34,42,3,0,3,0,48.2,0.3,6.2,0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40,458,26,5.7,33,0.97,13.8,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"114","Florian Müller_2019",2019,"Mainz 05","Bundesliga","Florian Müller","GER","GK","20",1997,24,43,3,0,6,0,39,0.3,-4,-0.17,157,424,37,629,105,42.3,37.7,205,77.1,55.1,356,12,3.4,25,1.04,15,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"115","Robin Zentner_2019",2019,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","23",1994,10,14,0,1,2,0,12.8,0.26,-1.2,-0.12,46,172,26.7,252,55,40.1,36.1,88,80.7,60.4,166,10,6,12,1.2,14.5,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"116","Ederson_2019",2019,"Manchester City","Premier League","Ederson","BRA","GK","24",1993,38,23,4,1,5,0,23.3,0.25,0.3,0.01,98,239,41,919,188,17.1,26.8,189,43.4,42.9,282,19,6.7,41,1.08,16.9,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"117","David de Gea_2019",2019,"Manchester Utd","Premier League","David de Gea","ESP","GK","27",1990,38,54,6,2,7,3,49.9,0.26,-1.1,-0.03,265,620,42.7,769,153,46.6,38.2,332,78.9,54.6,524,9,1.7,25,0.66,13.4,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"118","Steve Mandanda_2019",2019,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","33",1985,30.4,40,6,0,2,0,35.2,0.26,-4.8,-0.16,158,417,37.9,789,130,39.8,35.7,192,53.6,43.6,329,17,5.2,27,0.89,14.6,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"119","Yohann Pelé_2019",2019,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","35",1982,7.6,12,4,1,0,0,10.7,0.24,-1.3,-0.17,38,76,50,185,41,28.1,30.6,57,42.1,37.5,85,4,4.7,9,1.19,15,"https://fbref.com/en/players/76806215/Yohann-Pele"
"120","Gianluigi Donnarumma_2019",2019,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","19",1999,34.3,31,3,1,5,1,34.8,0.25,4.8,0.14,146,305,47.9,873,203,20.6,27.5,300,41.7,36.5,546,15,2.7,22,0.64,12.8,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"121","Pepe Reina_2019",2019,"Milan","Serie A","Pepe Reina","ESP","GK","35",1982,3.7,5,1,0,0,0,4.2,0.24,-0.8,-0.23,14,40,35,90,18,31.1,32.3,24,50,42.7,51,4,7.8,2,0.55,11.4,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"122","Diego Benaglio_2019",2019,"Monaco","Ligue 1","Diego Benaglio","SUI","GK","34",1983,22.9,38,3,0,3,1,34.2,0.31,-2.8,-0.12,87,225,38.7,462,113,28.4,30.3,186,50.5,41.1,327,9,2.8,15,0.66,12.6,"https://fbref.com/en/players/b7e7937d/Diego-Benaglio"
"123","Danijel Subašić_2019",2019,"Monaco","Ligue 1","Danijel Subašić","CRO","GK","33",1984,12.6,12,2,0,3,0,12.9,0.25,0.9,0.07,57,152,37.5,230,51,44.3,38.1,83,60.2,47.8,139,5,3.6,6,0.48,14.4,"https://fbref.com/en/players/f6db3bd5/Danijel-Subasic"
"124","Seydou Sy_2019",2019,"Monaco","Ligue 1","Seydou Sy","SEN","GK","22",1995,2.5,7,0,0,0,1,3.4,0.28,-2.6,-1.04,5,18,27.8,49,12,18.4,28.4,13,69.2,45.7,30,0,0,1,0.4,13.5,"https://fbref.com/en/players/8417953b/Seydou-Sy"
"125","Dimitry Bertaud_2019",2019,"Montpellier","Ligue 1","Dimitry Bertaud","FRA","GK","20",1998,1,0,0,0,0,0,0.1,0.08,0.1,0.08,9,25,36,23,3,56.5,39.9,13,92.3,52.3,13,1,7.7,0,0,9,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
"126","Benjamin Lecomte_2019",2019,"Montpellier","Ligue 1","Benjamin Lecomte","FRA","GK","27",1991,37,42,3,1,8,2,41.4,0.27,1.4,0.04,310,687,45.1,1003,180,51,39.9,277,63.2,47.8,495,24,4.8,39,1.05,13.7,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"127","Maxime Dupé_2019",2019,"Nantes","Ligue 1","Maxime Dupé","FRA","GK","25",1993,10.4,17,2,2,2,0,13.3,0.3,-3.7,-0.36,73,188,38.8,207,36,52.2,38.7,91,87.9,58,160,7,4.4,7,0.67,13.8,"https://fbref.com/en/players/0e12089d/Maxime-Dupe"
"128","Alexandre Olliero_2019",2019,"Nantes","Ligue 1","Alexandre Olliero","FRA","GK","22",1996,1,1,1,0,0,0,1,0,0,-0.02,4,9,44.4,20,4,30,37.6,3,100,77,11,0,0,2,2,18.3,"https://fbref.com/en/players/c977ef13/Alexandre-Olliero"
"129","Ciprian Tătărușanu_2019",2019,"Nantes","Ligue 1","Ciprian Tătărușanu","ROU","GK","32",1986,26.6,30,1,0,5,0,31.2,0.29,1.2,0.05,170,371,45.8,612,117,35.3,33.5,220,70.5,48.8,337,18,5.3,38,1.43,15.2,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
"130","Orestis Karnezis_2019",2019,"Napoli","Serie A","Orestis Karnezis","GRE","GK","33",1985,9,7,1,0,0,0,8.1,0.26,1.1,0.13,28,99,28.3,182,38,33.5,32.4,63,60.3,46.6,109,4,3.7,6,0.67,14.1,"https://fbref.com/en/players/85b011bb/Orestis-Karnezis"
"131","Alex Meret_2019",2019,"Napoli","Serie A","Alex Meret","ITA","GK","21",1997,12.8,9,2,0,1,0,10,0.17,1,0.07,29,100,29,252,42,21,28.8,99,47.5,40.3,190,2,1.1,8,0.63,12.9,"https://fbref.com/en/players/9413b19f/Alex-Meret"
"132","David Ospina_2019",2019,"Napoli","Serie A","David Ospina","COL","GK","29",1988,16.2,20,1,1,3,0,16.4,0.25,-3.6,-0.22,43,134,32.1,347,70,23.9,29.5,115,44.3,38.9,186,12,6.5,10,0.62,13,"https://fbref.com/en/players/82b1198a/David-Ospina"
"133","Martin Dúbravka_2019",2019,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","29",1989,38,48,6,2,9,1,42.3,0.27,-4.7,-0.12,250,708,35.3,850,140,51.1,38.9,323,84.8,57.9,651,43,6.6,33,0.87,12,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"134","Walter Benítez_2019",2019,"Nice","Ligue 1","Walter Benítez","ARG","GK","25",1993,35,29,2,0,5,1,40.4,0.25,12.4,0.35,127,344,36.9,838,204,22.1,28.5,308,51.6,41.2,559,17,3,14,0.4,11.5,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"135","Yoan Cardinale_2019",2019,"Nice","Ligue 1","Yoan Cardinale","FRA","GK","24",1994,3,6,1,0,0,0,3.7,0.23,-2.3,-0.76,0,1,0,67,21,1.5,21.3,17,0,24.6,31,0,0,5,1.67,19.4,"https://fbref.com/en/players/950ff24d/Yoan-Cardinale"
"136","Paul Bernardoni_2019",2019,"Nîmes","Ligue 1","Paul Bernardoni","FRA","GK","21",1997,38,58,4,0,4,1,60.4,0.31,3.4,0.09,234,690,33.9,825,160,54.3,40,290,83.4,55.2,491,28,5.7,33,0.87,14.5,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"137","Fabian Bredlow_2019",2019,"Nürnberg","Bundesliga","Fabian Bredlow","GER","GK","23",1995,12.5,28,0,0,1,0,22,0.36,-6,-0.48,61,188,32.4,352,46,37.5,32.9,119,47.1,43,171,1,0.6,10,0.8,12.7,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow"
"138","Christian Mathenia_2019",2019,"Nürnberg","Bundesliga","Christian Mathenia","GER","GK","26",1992,21.5,40,2,1,6,2,31.5,0.25,-6.5,-0.3,170,473,35.9,665,92,47.7,39,218,71.6,53.5,462,9,1.9,10,0.47,9.6,"https://fbref.com/en/players/4a15e95b/Christian-Mathenia"
"139","Alphonse Areola_2019",2019,"Paris S-G","Ligue 1","Alphonse Areola","FRA","GK","25",1993,21,17,4,0,1,1,18.3,0.22,2.3,0.11,40,94,42.6,377,100,15.9,25.3,139,24.5,32,255,7,2.7,13,0.62,13.7,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"140","Gianluigi Buffon_2019",2019,"Paris S-G","Ligue 1","Gianluigi Buffon","ITA","GK","40",1978,17,18,1,1,2,3,17.9,0.25,2.9,0.17,21,53,39.6,301,79,9,21.1,108,24.1,31.2,174,2,1.1,16,0.94,16.4,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"141","Pierluigi Frattali_2019",2019,"Parma","Serie A","Pierluigi Frattali","ITA","GK","32",1985,1,2,0,0,0,1,0.9,0.11,-0.1,-0.13,5,16,31.3,24,5,37.5,35,15,46.7,37.3,29,0,0,0,0,6.5,"https://fbref.com/en/players/71dac2c2/Pierluigi-Frattali"
"142","Luigi Sepe_2019",2019,"Parma","Serie A","Luigi Sepe","ITA","GK","27",1991,37,59,8,1,8,4,55.7,0.25,0.7,0.02,319,736,43.3,752,140,49.5,39.8,466,78.1,51.5,831,36,4.3,13,0.35,9.4,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"143","Péter Gulácsi_2019",2019,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","28",1990,32.5,27,4,1,4,1,37.9,0.3,11.9,0.37,236,588,40.1,797,124,50.6,39.6,223,83,56.2,379,16,4.2,57,1.75,19.5,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"144","Yvon Mvogo_2019",2019,"RB Leipzig","Bundesliga","Yvon Mvogo","SUI","GK","24",1994,1.5,2,1,0,0,0,1.8,0.19,-0.2,-0.17,5,10,50,25,4,32,35.1,6,33.3,35.3,10,0,0,2,1.33,14.2,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
"145","Stole Dimitrievski_2019",2019,"Rayo Vallecano","La Liga","Stole Dimitrievski","MKD","GK","24",1993,21,35,6,0,5,0,32.9,0.27,-2.1,-0.1,132,322,41,472,115,46.2,37.5,168,61.9,46.6,319,8,2.5,17,0.81,14.4,"https://fbref.com/en/players/fc70e345/Stole-Dimitrievski"
"146","Alberto García_2019",2019,"Rayo Vallecano","La Liga","Alberto García","ESP","GK","33",1985,17,35,1,0,5,1,32.9,0.34,-1.1,-0.06,108,259,41.7,415,82,41.9,37.2,138,61.6,46.3,255,5,2,18,1.06,15.5,"https://fbref.com/en/players/17d9e354/Alberto-Garcia"
"147","Thibaut Courtois_2019",2019,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","26",1992,27,36,6,0,3,0,36.3,0.3,0.3,0.01,93,270,34.4,655,167,28.4,32.3,184,45.7,42.6,288,21,7.3,20,0.74,14.2,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"148","Keylor Navas_2019",2019,"Real Madrid","La Liga","Keylor Navas","CRC","GK","31",1986,10,8,0,0,2,0,10,0.32,2,0.2,30,85,35.3,239,64,24.7,31.4,61,42.6,43.4,101,5,5,16,1.6,18.1,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"149","Luca Zidane_2019",2019,"Real Madrid","La Liga","Luca Zidane","FRA","GK","20",1998,1,2,0,0,1,0,1.7,0.55,-0.3,-0.34,3,8,37.5,29,2,17.2,27.6,11,27.3,34.5,11,0,0,2,2,23.3,"https://fbref.com/en/players/c818c4d9/Luca-Zidane"
"150","Miguel Ángel Moyá_2019",2019,"Real Sociedad","La Liga","Miguel Ángel Moyá","ESP","GK","34",1984,11,11,0,0,1,0,10.2,0.31,-0.8,-0.08,63,126,50,284,35,28.2,31.5,77,59.7,43.2,160,5,3.1,21,1.91,17.8,"https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya"
"151","Gerónimo Rulli_2019",2019,"Real Sociedad","La Liga","Gerónimo Rulli","ARG","GK","26",1992,27,35,2,1,10,2,29.7,0.25,-3.3,-0.12,155,430,36,872,107,32.2,32.7,218,68.3,49.3,430,23,5.3,31,1.15,14.4,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"152","Edouard Mendy_2019",2019,"Reims","Ligue 1","Edouard Mendy","SEN","GK","26",1992,38,42,7,1,3,2,44.9,0.26,4.9,0.13,257,654,39.3,861,136,49.8,40.7,291,77.3,53.8,667,28,4.2,27,0.71,13.2,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"153","Abdoulaye Diallo_2019",2019,"Rennes","Ligue 1","Abdoulaye Diallo","SEN","GK","26",1992,5.5,4,1,0,1,0,5,0.2,1,0.17,18,54,33.3,109,24,32.1,33.1,36,52.8,42.5,60,6,10,3,0.55,12.7,"https://fbref.com/en/players/26383ea5/Abdoulaye-Diallo"
"154","Tomáš Koubek_2019",2019,"Rennes","Ligue 1","Tomáš Koubek","CZE","GK","25",1992,32.5,48,3,0,8,1,39.1,0.27,-7.9,-0.24,177,445,39.8,650,133,41.2,36.1,254,69.7,50.6,488,16,3.3,49,1.51,17.1,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
"155","Antonio Mirante_2019",2019,"Roma","Serie A","Antonio Mirante","ITA","GK","35",1983,11,6,0,0,2,0,10.5,0.26,4.5,0.41,72,160,45,227,41,39.6,35.4,91,76.9,51.3,166,2,1.2,6,0.55,13.3,"https://fbref.com/en/players/30223b33/Antonio-Mirante"
"156","Robin Olsen_2019",2019,"Roma","Serie A","Robin Olsen","SWE","GK","28",1990,27,42,4,0,5,1,37,0.26,-4,-0.15,142,324,43.8,652,159,32.8,33.4,214,51.4,45.1,413,10,2.4,25,0.93,14.5,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"157","Alfred Gomis_2019",2019,"SPAL","Serie A","Alfred Gomis","SEN","GK","24",1993,19.2,27,1,0,7,0,23,0.3,-4,-0.21,113,286,39.5,531,121,38.8,34,151,53,42.9,263,7,2.7,10,0.52,12.1,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"158","Vanja Milinković-Savić_2019",2019,"SPAL","Serie A","Vanja Milinković-Savić","SRB","GK","21",1997,1.8,4,0,0,1,0,3,0.18,-1,-0.58,8,32,25,57,20,36.8,33.7,21,52.4,49.3,27,1,3.7,1,0.55,10.1,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"159","Giacomo Poluzzi_2019",2019,"SPAL","Serie A","Giacomo Poluzzi","ITA","GK","30",1988,0.1,0,0,0,0,0,0,NA,0,0,0,0,NA,3,0,0,18.7,0,NA,NA,0,0,NA,0,0,17,"https://fbref.com/en/players/07f55871/Giacomo-Poluzzi"
"160","Emiliano Viviano_2019",2019,"SPAL","Serie A","Emiliano Viviano","ITA","GK","32",1985,16.9,25,4,0,2,0,24,0.24,-1,-0.06,120,275,43.6,421,45,44.2,37.6,163,54.6,43.6,239,5,2.1,9,0.53,12.3,"https://fbref.com/en/players/03760df0/Emiliano-Viviano"
"161","Jessy Moulin_2019",2019,"Saint-Étienne","Ligue 1","Jessy Moulin","FRA","GK","32",1986,1,1,0,0,0,1,1.7,0.36,1.7,1.65,0,1,0,29,12,0,22.4,3,33.3,38,13,0,0,0,0,11.2,"https://fbref.com/en/players/28a65a2c/Jessy-Moulin"
"162","Stéphane Ruffier_2019",2019,"Saint-Étienne","Ligue 1","Stéphane Ruffier","FRA","GK","31",1986,37,40,7,0,7,0,47.3,0.27,7.3,0.2,171,570,30,872,159,43.2,36.4,320,60.3,44.1,475,11,2.3,18,0.49,12.8,"https://fbref.com/en/players/cac76a72/Stephane-Ruffier"
"163","Emil Audero_2019",2019,"Sampdoria","Serie A","Emil Audero","ITA","GK","21",1997,36,51,7,2,6,1,49.5,0.3,-0.5,-0.01,123,370,33.2,860,181,25.9,28.7,297,49.5,39.1,587,25,4.3,48,1.33,15,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"164","Rafael Cabral_2019",2019,"Sampdoria","Serie A","Rafael Cabral","BRA","GK","28",1990,2,0,0,0,0,0,0.2,0.1,0.2,0.1,11,24,45.8,45,8,35.6,34.7,14,57.1,45,19,0,0,1,0.5,16.5,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"165","Andrea Consigli_2019",2019,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","31",1987,35.7,56,4,0,10,2,54.3,0.31,0.3,0.01,178,436,40.8,887,159,34.6,32.7,286,45.1,37.6,590,16,2.7,29,0.81,13.7,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"166","Gianluca Pegolo_2019",2019,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","37",1981,2.3,4,0,0,2,0,3.8,0.34,-0.2,-0.1,17,37,45.9,45,9,40,35.1,29,65.5,44.2,33,1,3,0,0,7.3,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"167","Ralf Fährmann_2019",2019,"Schalke 04","Bundesliga","Ralf Fährmann","GER","GK","29",1988,16.3,26,2,1,4,1,22.8,0.27,-2.2,-0.14,103,233,44.2,394,71,40.6,36.4,120,60.8,45.8,198,10,5.1,21,1.29,14.7,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"168","Alexander Nübel_2019",2019,"Schalke 04","Bundesliga","Alexander Nübel","GER","GK","21",1996,17.6,29,3,0,0,0,29.9,0.32,0.9,0.05,113,274,41.2,385,56,43.9,36.7,134,78.4,53.3,229,11,4.8,11,0.62,13.6,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"169","Javier Díaz_2019",2019,"Sevilla","La Liga","Javier Díaz","ESP","GK","21",1997,1,1,1,0,0,0,1.2,0.09,0.2,0.18,3,11,27.3,18,2,38.9,35.3,5,80,53.6,9,0,0,0,0,8.5,"https://fbref.com/en/players/17a1299d/Javier-Diaz"
"170","Juan Soriano_2019",2019,"Sevilla","La Liga","Juan Soriano","ESP","GK","20",1997,4,2,1,0,0,0,3.6,0.24,1.6,0.4,22,85,25.9,114,28,51.8,40.2,33,78.8,53.3,56,1,1.8,9,2.26,20.7,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
"171","Tomáš Vaclík_2019",2019,"Sevilla","La Liga","Tomáš Vaclík","CZE","GK","29",1989,33,44,4,2,4,0,45.5,0.29,1.5,0.04,166,534,31.1,743,186,45.1,37.9,256,77.7,55.6,474,29,6.1,21,0.64,13.2,"https://fbref.com/en/players/7b456af7/Tomas-Vaclik"
"172","Fraser Forster_2019",2019,"Southampton","Premier League","Fraser Forster","ENG","GK","30",1988,1,3,0,0,0,0,1.9,0.31,-1.1,-1.15,5,18,27.8,16,4,68.8,42.6,7,100,65.1,5,0,0,0,0,2,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
"173","Angus Gunn_2019",2019,"Southampton","Premier League","Angus Gunn","SCO","GK","22",1996,12,18,0,0,2,0,14.9,0.28,-3.1,-0.26,69,249,27.7,215,17,77.2,48.4,91,91.2,60.8,166,5,3,12,1,14.3,"https://fbref.com/en/players/e082af5b/Angus-Gunn"
"174","Alex McCarthy_2019",2019,"Southampton","Premier League","Alex McCarthy","ENG","GK","28",1989,25,44,2,0,4,3,37.3,0.3,-3.7,-0.15,139,447,31.1,478,82,60.3,42.8,189,84.1,57.6,375,15,4,17,0.68,11.6,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy"
"175","Eiji Kawashima_2019",2019,"Strasbourg","Ligue 1","Eiji Kawashima","JPN","GK","35",1983,1,0,0,0,0,0,0.1,0.14,0.1,0.14,13,27,48.1,25,7,48,40,15,100,66.8,17,1,5.9,0,0,10.3,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima"
"176","Matz Sels_2019",2019,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","26",1992,37,48,7,3,4,1,45,0.25,-2,-0.05,256,649,39.4,815,186,48.3,39.3,327,78,55.1,566,26,4.6,30,0.81,12.3,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
"177","Ron-Robert Zieler_2019",2019,"Stuttgart","Bundesliga","Ron-Robert Zieler","GER","GK","29",1989,34,70,2,2,7,4,56.4,0.31,-9.6,-0.28,259,714,36.3,911,129,55.4,40.3,305,68.5,52.7,518,22,4.2,41,1.21,14.7,"https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler"
"178","Salvador Ichazo_2019",2019,"Torino","Serie A","Salvador Ichazo","URU","GK","26",1992,2.8,2,1,0,1,0,2.6,0.18,0.6,0.22,24,55,43.6,60,9,55,41.5,27,81.5,49.9,43,1,2.3,1,0.36,12,"https://fbref.com/en/players/514f0896/Salvador-Ichazo"
"179","Salvatore Sirigu_2019",2019,"Torino","Serie A","Salvatore Sirigu","ITA","GK","31",1987,35.2,35,2,0,4,0,40.7,0.28,5.7,0.16,287,635,45.2,823,119,47.3,38,300,82,51,539,26,4.8,36,1.02,13.9,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu"
"180","Paulo Gazzaniga_2019",2019,"Tottenham","Premier League","Paulo Gazzaniga","ARG","GK","26",1992,3,2,0,0,0,0,4.3,0.33,2.3,0.77,15,44,34.1,82,13,29.3,29.3,26,76.9,54.7,42,2,4.8,2,0.67,13.1,"https://fbref.com/en/players/63d17038/Paulo-Gazzaniga"
"181","Hugo Lloris_2019",2019,"Tottenham","Premier League","Hugo Lloris","FRA","GK","31",1986,33,33,3,1,5,3,39.2,0.27,9.2,0.28,164,408,40.2,956,161,29.5,32.2,252,50,42.2,454,13,2.9,36,1.09,14.9,"https://fbref.com/en/players/8f62b6ee/Hugo-Lloris"
"182","Michel Vorm_2019",2019,"Tottenham","Premier League","Michel Vorm","NED","GK","34",1983,2,4,0,0,2,0,4.2,0.32,0.2,0.11,4,12,33.3,51,17,15.7,24.7,10,40,35.6,18,1,5.6,2,1,15.4,"https://fbref.com/en/players/1bebde9d/Michel-Vorm"
"183","Mauro Goicoechea_2019",2019,"Toulouse","Ligue 1","Mauro Goicoechea","URU","GK","30",1988,7.9,12,1,1,1,0,8.1,0.2,-3.9,-0.49,48,128,37.5,180,36,44.4,36.6,72,66.7,49.1,121,6,5,10,1.26,14.5,"https://fbref.com/en/players/132bb875/Mauro-Goicoechea"
