Name,Year,Club,unique_ID,Role,Name_Year
Lucas Castro,2020,Cagliari,Lucas Castro_2020_Cagliari,attacking-midfield,Lucas Castro_2020
Lucas Castro,2020,SPAL,Lucas Castro_2020_SPAL,attacking-midfield,Lucas Castro_2020
Lucas Paqueta,2019,Milan,Lucas Paqueta_2019_Milan,attacking-midfield,Lucas Paqueta_2019
Lucas Paqueta,2020,Milan,Lucas Paqueta_2020_Milan,attacking-midfield,Lucas Paqueta_2020
Lucas Paqueta,2021,Lyon,Lucas Paqueta_2021_Lyon,attacking-midfield,Lucas Paqueta_2021
Lucas Paqueta,2022,Lyon,Lucas Paqueta_2022_Lyon,attacking-midfield,Lucas Paqueta_2022
Lucas Paqueta,2023,West Ham,Lucas Paqueta_2023_West Ham,attacking-midfield,Lucas Paqueta_2023
Ludovic Blas,2020,Nantes,Ludovic Blas_2020_Nantes,attacking-midfield,Ludovic Blas_2020
Ludovic Blas,2021,Nantes,Ludovic Blas_2021_Nantes,attacking-midfield,Ludovic Blas_2021
Ludovic Blas,2022,Nantes,Ludovic Blas_2022_Nantes,attacking-midfield,Ludovic Blas_2022
Ludovic Blas,2023,Nantes,Ludovic Blas_2023_Nantes,attacking-midfield,Ludovic Blas_2023
Maghnes Akliouche,2023,Monaco,Maghnes Akliouche_2023_Monaco,attacking-midfield,Maghnes Akliouche_2023
Manuel Lanzini,2019,West Ham,Manuel Lanzini_2019_West Ham,attacking-midfield,Manuel Lanzini_2019
Manuel Lanzini,2020,West Ham,Manuel Lanzini_2020_West Ham,attacking-midfield,Manuel Lanzini_2020
Manuel Lanzini,2021,West Ham,Manuel Lanzini_2021_West Ham,attacking-midfield,Manuel Lanzini_2021
Manuel Lanzini,2022,West Ham,Manuel Lanzini_2022_West Ham,attacking-midfield,Manuel Lanzini_2022
Marco Reus,2019,Dortmund,Marco Reus_2019_Dortmund,attacking-midfield,Marco Reus_2019
Marco Reus,2020,Dortmund,Marco Reus_2020_Dortmund,attacking-midfield,Marco Reus_2020
Marco Reus,2021,Dortmund,Marco Reus_2021_Dortmund,attacking-midfield,Marco Reus_2021
Marco Reus,2022,Dortmund,Marco Reus_2022_Dortmund,attacking-midfield,Marco Reus_2022
Marco Reus,2023,Dortmund,Marco Reus_2023_Dortmund,attacking-midfield,Marco Reus_2023
Mario Gotze,2019,Dortmund,Mario Gotze_2019_Dortmund,attacking-midfield,Mario Gotze_2019
Mario Gotze,2020,Dortmund,Mario Gotze_2020_Dortmund,attacking-midfield,Mario Gotze_2020
Mario Gotze,2023,Eint Frankfurt,Mario Gotze_2023_Eint Frankfurt,attacking-midfield,Mario Gotze_2023
Mario Pasalic,2019,Atalanta,Mario Pasalic_2019_Atalanta,attacking-midfield,Mario Pasalic_2019
Mario Pasalic,2020,Atalanta,Mario Pasalic_2020_Atalanta,attacking-midfield,Mario Pasalic_2020
Mario Pasalic,2021,Atalanta,Mario Pasalic_2021_Atalanta,attacking-midfield,Mario Pasalic_2021
Mario Pasalic,2022,Atalanta,Mario Pasalic_2022_Atalanta,attacking-midfield,Mario Pasalic_2022
Mario Pasalic,2023,Atalanta,Mario Pasalic_2023_Atalanta,attacking-midfield,Mario Pasalic_2023
Martin Odegaard,2021,Arsenal,Martin Odegaard_2021_Arsenal,attacking-midfield,Martin Odegaard_2021
Martin Odegaard,2022,Arsenal,Martin Odegaard_2022_Arsenal,attacking-midfield,Martin Odegaard_2022
Martin Odegaard,2023,Arsenal,Martin Odegaard_2023_Arsenal,attacking-midfield,Martin Odegaard_2023
Masaya Okugawa,2021,Arminia,Masaya Okugawa_2021_Arminia,attacking-midfield,Masaya Okugawa_2021
Masaya Okugawa,2022,Arminia,Masaya Okugawa_2022_Arminia,attacking-midfield,Masaya Okugawa_2022
Mason Mount,2020,Chelsea,Mason Mount_2020_Chelsea,attacking-midfield,Mason Mount_2020
Mason Mount,2021,Chelsea,Mason Mount_2021_Chelsea,attacking-midfield,Mason Mount_2021
Mason Mount,2022,Chelsea,Mason Mount_2022_Chelsea,attacking-midfield,Mason Mount_2022
Mason Mount,2023,Chelsea,Mason Mount_2023_Chelsea,attacking-midfield,Mason Mount_2023
Mateo Klimowicz,2021,Stuttgart,Mateo Klimowicz_2021_Stuttgart,attacking-midfield,Mateo Klimowicz_2021
Mateo Klimowicz,2022,Stuttgart,Mateo Klimowicz_2022_Stuttgart,attacking-midfield,Mateo Klimowicz_2022
Max Meyer,2019,Crystal Palace,Max Meyer_2019_Crystal Palace,attacking-midfield,Max Meyer_2019
Max Meyer,2020,Crystal Palace,Max Meyer_2020_Crystal Palace,attacking-midfield,Max Meyer_2020
Mesut Ozil,2019,Arsenal,Mesut Ozil_2019_Arsenal,attacking-midfield,Mesut Ozil_2019
Mesut Ozil,2020,Arsenal,Mesut Ozil_2020_Arsenal,attacking-midfield,Mesut Ozil_2020
Morgan Gibbs-White,2019,Wolves,Morgan Gibbs-White_2019_Wolves,attacking-midfield,Morgan Gibbs-White_2019
Morgan Gibbs-White,2023,Nott'ham Forest,Morgan Gibbs-White_2023_Nott'ham Forest,attacking-midfield,Morgan Gibbs-White_2023
Nedim Bajrami,2022,Empoli,Nedim Bajrami_2022_Empoli,attacking-midfield,Nedim Bajrami_2022
Nedim Bajrami,2023,Empoli,Nedim Bajrami_2023_Empoli,attacking-midfield,Nedim Bajrami_2023
Nedim Bajrami,2023,Sassuolo,Nedim Bajrami_2023_Sassuolo,attacking-midfield,Nedim Bajrami_2023
Nicolo Zaniolo,2019,Roma,Nicolo Zaniolo_2019_Roma,attacking-midfield,Nicolo Zaniolo_2019
Nicolo Zaniolo,2020,Roma,Nicolo Zaniolo_2020_Roma,attacking-midfield,Nicolo Zaniolo_2020
Nicolo Zaniolo,2022,Roma,Nicolo Zaniolo_2022_Roma,attacking-midfield,Nicolo Zaniolo_2022
Nicolo Zaniolo,2023,Roma,Nicolo Zaniolo_2023_Roma,attacking-midfield,Nicolo Zaniolo_2023
Niklas Schmidt,2023,Werder Bremen,Niklas Schmidt_2023_Werder Bremen,attacking-midfield,Niklas Schmidt_2023
Nikola Vlasic,2022,West Ham,Nikola Vlasic_2022_West Ham,attacking-midfield,Nikola Vlasic_2022
Nikola Vlasic,2023,Torino,Nikola Vlasic_2023_Torino,attacking-midfield,Nikola Vlasic_2023
Oihan Sancet,2020,Athletic Club,Oihan Sancet_2020_Athletic Club,attacking-midfield,Oihan Sancet_2020
Oihan Sancet,2021,Athletic Club,Oihan Sancet_2021_Athletic Club,attacking-midfield,Oihan Sancet_2021
Oihan Sancet,2022,Athletic Club,Oihan Sancet_2022_Athletic Club,attacking-midfield,Oihan Sancet_2022
Oihan Sancet,2023,Athletic Club,Oihan Sancet_2023_Athletic Club,attacking-midfield,Oihan Sancet_2023
Ondrej Duda,2019,Hertha BSC,Ondrej Duda_2019_Hertha BSC,attacking-midfield,Ondrej Duda_2019
Ondrej Duda,2020,Hertha BSC,Ondrej Duda_2020_Hertha BSC,attacking-midfield,Ondrej Duda_2020
Ondrej Duda,2020,Norwich City,Ondrej Duda_2020_Norwich City,attacking-midfield,Ondrej Duda_2020
Ondrej Duda,2021,Koln,Ondrej Duda_2021_Koln,attacking-midfield,Ondrej Duda_2021
Ondrej Duda,2023,Hellas Verona,Ondrej Duda_2023_Hellas Verona,attacking-midfield,Ondrej Duda_2023
Ondrej Duda,2023,Koln,Ondrej Duda_2023_Koln,attacking-midfield,Ondrej Duda_2023
Oscar Melendo,2019,Espanyol,Oscar Melendo_2019_Espanyol,attacking-midfield,Oscar Melendo_2019
Oscar Trejo,2022,Rayo Vallecano,Oscar Trejo_2022_Rayo Vallecano,attacking-midfield,Oscar Trejo_2022
Oscar Trejo,2023,Rayo Vallecano,Oscar Trejo_2023_Rayo Vallecano,attacking-midfield,Oscar Trejo_2023
Pablo de Blasis,2019,Eibar,Pablo de Blasis_2019_Eibar,attacking-midfield,Pablo de Blasis_2019
Pablo de Blasis,2020,Eibar,Pablo de Blasis_2020_Eibar,attacking-midfield,Pablo de Blasis_2020
Pablo Fornals,2020,West Ham,Pablo Fornals_2020_West Ham,attacking-midfield,Pablo Fornals_2020
Pablo Fornals,2021,West Ham,Pablo Fornals_2021_West Ham,attacking-midfield,Pablo Fornals_2021
Pablo Fornals,2022,West Ham,Pablo Fornals_2022_West Ham,attacking-midfield,Pablo Fornals_2022
Pablo Fornals,2023,West Ham,Pablo Fornals_2023_West Ham,attacking-midfield,Pablo Fornals_2023
Philipp Forster,2021,Stuttgart,Philipp Forster_2021_Stuttgart,attacking-midfield,Philipp Forster_2021
Philipp Forster,2022,Stuttgart,Philipp Forster_2022_Stuttgart,attacking-midfield,Philipp Forster_2022
Philipp Forster,2023,Bochum,Philipp Forster_2023_Bochum,attacking-midfield,Philipp Forster_2023
Quentin Boisgard,2021,Lorient,Quentin Boisgard_2021_Lorient,attacking-midfield,Quentin Boisgard_2021
Quentin Boisgard,2022,Lorient,Quentin Boisgard_2022_Lorient,attacking-midfield,Quentin Boisgard_2022
Rafinha,2019,Bayern Munich,Rafinha_2019_Bayern Munich,attacking-midfield,Rafinha_2019
Rafinha,2020,Celta Vigo,Rafinha_2020_Celta Vigo,attacking-midfield,Rafinha_2020
Rafinha,2021,Paris S-G,Rafinha_2021_Paris S-G,attacking-midfield,Rafinha_2021
Rafinha,2022,Real Sociedad,Rafinha_2022_Real Sociedad,attacking-midfield,Rafinha_2022
Rayan Cherki,2021,Lyon,Rayan Cherki_2021_Lyon,attacking-midfield,Rayan Cherki_2021
Rayan Cherki,2023,Lyon,Rayan Cherki_2023_Lyon,attacking-midfield,Rayan Cherki_2023
Remy Cabella,2023,Lille,Remy Cabella_2023_Lille,attacking-midfield,Remy Cabella_2023
Riccardo Saponara,2021,Spezia,Riccardo Saponara_2021_Spezia,attacking-midfield,Riccardo Saponara_2021
Riccardo Saponara,2022,Fiorentina,Riccardo Saponara_2022_Fiorentina,attacking-midfield,Riccardo Saponara_2022
Riccardo Saponara,2023,Fiorentina,Riccardo Saponara_2023_Fiorentina,attacking-midfield,Riccardo Saponara_2023
Roberto Soriano,2019,Bologna,Roberto Soriano_2019_Bologna,attacking-midfield,Roberto Soriano_2019
Roberto Soriano,2019,Torino,Roberto Soriano_2019_Torino,attacking-midfield,Roberto Soriano_2019
Roberto Soriano,2020,Bologna,Roberto Soriano_2020_Bologna,attacking-midfield,Roberto Soriano_2020
Roberto Soriano,2021,Bologna,Roberto Soriano_2021_Bologna,attacking-midfield,Roberto Soriano_2021
Roberto Soriano,2022,Bologna,Roberto Soriano_2022_Bologna,attacking-midfield,Roberto Soriano_2022
Roberto Soriano,2023,Bologna,Roberto Soriano_2023_Bologna,attacking-midfield,Roberto Soriano_2023
Roberto Torres,2020,Osasuna,Roberto Torres_2020_Osasuna,attacking-midfield,Roberto Torres_2020
Roberto Torres,2021,Osasuna,Roberto Torres_2021_Osasuna,attacking-midfield,Roberto Torres_2021
Roberto Torres,2022,Osasuna,Roberto Torres_2022_Osasuna,attacking-midfield,Roberto Torres_2022
Roli Pereira de Sa,2022,Nantes,Roli Pereira de Sa_2022_Nantes,attacking-midfield,Roli Pereira de Sa_2022
Romano Schmid,2023,Werder Bremen,Romano Schmid_2023_Werder Bremen,attacking-midfield,Romano Schmid_2023
Ruslan Malinovskyi,2020,Atalanta,Ruslan Malinovskyi_2020_Atalanta,attacking-midfield,Ruslan Malinovskyi_2020
Ruslan Malinovskyi,2021,Atalanta,Ruslan Malinovskyi_2021_Atalanta,attacking-midfield,Ruslan Malinovskyi_2021
Ruslan Malinovskyi,2022,Atalanta,Ruslan Malinovskyi_2022_Atalanta,attacking-midfield,Ruslan Malinovskyi_2022
Ruslan Malinovskyi,2023,Atalanta,Ruslan Malinovskyi_2023_Atalanta,attacking-midfield,Ruslan Malinovskyi_2023
Ruslan Malinovskyi,2023,Marseille,Ruslan Malinovskyi_2023_Marseille,attacking-midfield,Ruslan Malinovskyi_2023
Ryan Christie,2023,Bournemouth,Ryan Christie_2023_Bournemouth,attacking-midfield,Ryan Christie_2023
Saif-Eddine Khaoui,2021,Marseille,Saif-Eddine Khaoui_2021_Marseille,attacking-midfield,Saif-Eddine Khaoui_2021
Saif-Eddine Khaoui,2022,Clermont Foot,Saif-Eddine Khaoui_2022_Clermont Foot,attacking-midfield,Saif-Eddine Khaoui_2022
Saif-Eddine Khaoui,2023,Clermont Foot,Saif-Eddine Khaoui_2023_Clermont Foot,attacking-midfield,Saif-Eddine Khaoui_2023
Simone Verdi,2019,Napoli,Simone Verdi_2019_Napoli,attacking-midfield,Simone Verdi_2019
Simone Verdi,2020,Torino,Simone Verdi_2020_Torino,attacking-midfield,Simone Verdi_2020
Simone Verdi,2021,Torino,Simone Verdi_2021_Torino,attacking-midfield,Simone Verdi_2021
Simone Verdi,2022,Salernitana,Simone Verdi_2022_Salernitana,attacking-midfield,Simone Verdi_2022
Teji Savanier,2020,Montpellier,Teji Savanier_2020_Montpellier,attacking-midfield,Teji Savanier_2020
Teji Savanier,2021,Montpellier,Teji Savanier_2021_Montpellier,attacking-midfield,Teji Savanier_2021
Teji Savanier,2022,Montpellier,Teji Savanier_2022_Montpellier,attacking-midfield,Teji Savanier_2022
Teji Savanier,2023,Montpellier,Teji Savanier_2023_Montpellier,attacking-midfield,Teji Savanier_2023
Tommaso Baldanzi,2023,Empoli,Tommaso Baldanzi_2023_Empoli,attacking-midfield,Tommaso Baldanzi_2023
Valentin Eysseric,2021,Fiorentina,Valentin Eysseric_2021_Fiorentina,attacking-midfield,Valentin Eysseric_2021
Valerio Verre,2021,Sampdoria,Valerio Verre_2021_Sampdoria,attacking-midfield,Valerio Verre_2021
Valerio Verre,2022,Sampdoria,Valerio Verre_2022_Sampdoria,attacking-midfield,Valerio Verre_2022
Valerio Verre,2023,Sampdoria,Valerio Verre_2023_Sampdoria,attacking-midfield,Valerio Verre_2023
Valter Birsa,2019,Chievo,Valter Birsa_2019_Chievo,attacking-midfield,Valter Birsa_2019
Viktor Kovalenko,2022,Spezia,Viktor Kovalenko_2022_Spezia,attacking-midfield,Viktor Kovalenko_2022
Viktor Kovalenko,2023,Spezia,Viktor Kovalenko_2023_Spezia,attacking-midfield,Viktor Kovalenko_2023
Xherdan Shaqiri,2019,Liverpool,Xherdan Shaqiri_2019_Liverpool,attacking-midfield,Xherdan Shaqiri_2019
Yunus Malli,2019,Wolfsburg,Yunus Malli_2019_Wolfsburg,attacking-midfield,Yunus Malli_2019
Yunus Malli,2020,Union Berlin,Yunus Malli_2020_Union Berlin,attacking-midfield,Yunus Malli_2020
Yusuf Yazici,2020,Lille,Yusuf Yazici_2020_Lille,attacking-midfield,Yusuf Yazici_2020
Yusuf Yazici,2021,Lille,Yusuf Yazici_2021_Lille,attacking-midfield,Yusuf Yazici_2021
Yusuf Yazici,2022,Lille,Yusuf Yazici_2022_Lille,attacking-midfield,Yusuf Yazici_2022
Aaron Ramsey,2020,Juventus,Aaron Ramsey_2020_Juventus,central-midfield,Aaron Ramsey_2020
Aaron Ramsey,2021,Juventus,Aaron Ramsey_2021_Juventus,central-midfield,Aaron Ramsey_2021
Aaron Ramsey,2023,Nice,Aaron Ramsey_2023_Nice,central-midfield,Aaron Ramsey_2023
Abdou Harroui,2023,Sassuolo,Abdou Harroui_2023_Sassuolo,central-midfield,Abdou Harroui_2023
Abdoulaye Doucoure,2019,Watford,Abdoulaye Doucoure_2019_Watford,central-midfield,Abdoulaye Doucoure_2019
Abdoulaye Doucoure,2020,Watford,Abdoulaye Doucoure_2020_Watford,central-midfield,Abdoulaye Doucoure_2020
Abdoulaye Doucoure,2021,Everton,Abdoulaye Doucoure_2021_Everton,central-midfield,Abdoulaye Doucoure_2021
Abdoulaye Doucoure,2022,Everton,Abdoulaye Doucoure_2022_Everton,central-midfield,Abdoulaye Doucoure_2022
Abdoulaye Doucoure,2023,Everton,Abdoulaye Doucoure_2023_Everton,central-midfield,Abdoulaye Doucoure_2023
Adam Forshaw,2022,Leeds United,Adam Forshaw_2022_Leeds United,central-midfield,Adam Forshaw_2022
Adrien Rabiot,2020,Juventus,Adrien Rabiot_2020_Juventus,central-midfield,Adrien Rabiot_2020
Adrien Rabiot,2021,Juventus,Adrien Rabiot_2021_Juventus,central-midfield,Adrien Rabiot_2021
Adrien Rabiot,2022,Juventus,Adrien Rabiot_2022_Juventus,central-midfield,Adrien Rabiot_2022
Adrien Rabiot,2023,Juventus,Adrien Rabiot_2023_Juventus,central-midfield,Adrien Rabiot_2023
Adrien Silva,2019,Monaco,Adrien Silva_2019_Monaco,central-midfield,Adrien Silva_2019
Adrien Silva,2020,Monaco,Adrien Silva_2020_Monaco,central-midfield,Adrien Silva_2020
Adrien Silva,2021,Sampdoria,Adrien Silva_2021_Sampdoria,central-midfield,Adrien Silva_2021
Adrien Silva,2022,Sampdoria,Adrien Silva_2022_Sampdoria,central-midfield,Adrien Silva_2022
Aissa Laidouni,2023,Union Berlin,Aissa Laidouni_2023_Union Berlin,central-midfield,Aissa Laidouni_2023
Albert Sambi Lokonga,2022,Arsenal,Albert Sambi Lokonga_2022_Arsenal,central-midfield,Albert Sambi Lokonga_2022
Albert Sambi Lokonga,2023,Crystal Palace,Albert Sambi Lokonga_2023_Crystal Palace,central-midfield,Albert Sambi Lokonga_2023
Aleix Garcia,2023,Girona,Aleix Garcia_2023_Girona,central-midfield,Aleix Garcia_2023
Alessandro Deiola,2019,Cagliari,Alessandro Deiola_2019_Cagliari,central-midfield,Alessandro Deiola_2019
Alessandro Deiola,2019,Parma,Alessandro Deiola_2019_Parma,central-midfield,Alessandro Deiola_2019
Alessandro Deiola,2020,Lecce,Alessandro Deiola_2020_Lecce,central-midfield,Alessandro Deiola_2020
Alessandro Deiola,2021,Cagliari,Alessandro Deiola_2021_Cagliari,central-midfield,Alessandro Deiola_2021
Alessandro Deiola,2022,Cagliari,Alessandro Deiola_2022_Cagliari,central-midfield,Alessandro Deiola_2022
Alessandro Murgia,2019,SPAL,Alessandro Murgia_2019_SPAL,central-midfield,Alessandro Murgia_2019
Alessandro Murgia,2020,SPAL,Alessandro Murgia_2020_SPAL,central-midfield,Alessandro Murgia_2020
Alex Oxlade-Chamberlain,2020,Liverpool,Alex Oxlade-Chamberlain_2020_Liverpool,central-midfield,Alex Oxlade-Chamberlain_2020
Alex Oxlade-Chamberlain,2022,Liverpool,Alex Oxlade-Chamberlain_2022_Liverpool,central-midfield,Alex Oxlade-Chamberlain_2022
Alfred Duncan,2019,Sassuolo,Alfred Duncan_2019_Sassuolo,central-midfield,Alfred Duncan_2019
Alfred Duncan,2020,Fiorentina,Alfred Duncan_2020_Fiorentina,central-midfield,Alfred Duncan_2020
Alfred Duncan,2020,Sassuolo,Alfred Duncan_2020_Sassuolo,central-midfield,Alfred Duncan_2020
Alfred Duncan,2022,Fiorentina,Alfred Duncan_2022_Fiorentina,central-midfield,Alfred Duncan_2022
Alfred Duncan,2023,Fiorentina,Alfred Duncan_2023_Fiorentina,central-midfield,Alfred Duncan_2023
Amadou Haidara,2020,RB Leipzig,Amadou Haidara_2020_RB Leipzig,central-midfield,Amadou Haidara_2020
Amadou Haidara,2021,RB Leipzig,Amadou Haidara_2021_RB Leipzig,central-midfield,Amadou Haidara_2021
Amadou Haidara,2022,RB Leipzig,Amadou Haidara_2022_RB Leipzig,central-midfield,Amadou Haidara_2022
Amadou Haidara,2023,RB Leipzig,Amadou Haidara_2023_RB Leipzig,central-midfield,Amadou Haidara_2023
Ander Guevara,2021,Real Sociedad,Ander Guevara_2021_Real Sociedad,central-midfield,Ander Guevara_2021
Ander Herrera,2020,Paris S-G,Ander Herrera_2020_Paris S-G,central-midfield,Ander Herrera_2020
Ander Herrera,2021,Paris S-G,Ander Herrera_2021_Paris S-G,central-midfield,Ander Herrera_2021
Ander Herrera,2022,Paris S-G,Ander Herrera_2022_Paris S-G,central-midfield,Ander Herrera_2022
Ander Herrera,2023,Athletic Club,Ander Herrera_2023_Athletic Club,central-midfield,Ander Herrera_2023
Andras Schafer,2023,Union Berlin,Andras Schafer_2023_Union Berlin,central-midfield,Andras Schafer_2023
Andre Gomes,2019,Everton,Andre Gomes_2019_Everton,central-midfield,Andre Gomes_2019
Andre Gomes,2021,Everton,Andre Gomes_2021_Everton,central-midfield,Andre Gomes_2021
Andre Gomes,2022,Everton,Andre Gomes_2022_Everton,central-midfield,Andre Gomes_2022
Andre Gomes,2023,Lille,Andre Gomes_2023_Lille,central-midfield,Andre Gomes_2023
Andrea Colpani,2023,Monza,Andrea Colpani_2023_Monza,central-midfield,Andrea Colpani_2023
Andrea Poli,2019,Bologna,Andrea Poli_2019_Bologna,central-midfield,Andrea Poli_2019
Andrea Poli,2020,Bologna,Andrea Poli_2020_Bologna,central-midfield,Andrea Poli_2020
Andrew Surman,2019,Bournemouth,Andrew Surman_2019_Bournemouth,central-midfield,Andrew Surman_2019
Angel Montoro,2020,Granada,Angel Montoro_2020_Granada,central-midfield,Angel Montoro_2020
Angel Montoro,2021,Granada,Angel Montoro_2021_Granada,central-midfield,Angel Montoro_2021
Angel Montoro,2022,Granada,Angel Montoro_2022_Granada,central-midfield,Angel Montoro_2022
Antonin Bobichon,2020,Angers,Antonin Bobichon_2020_Angers,central-midfield,Antonin Bobichon_2020
Antonin Bobichon,2021,Angers,Antonin Bobichon_2021_Angers,central-midfield,Antonin Bobichon_2021
Antonino Barilla,2019,Parma,Antonino Barilla_2019_Parma,central-midfield,Antonino Barilla_2019
Antonino Barilla,2020,Parma,Antonino Barilla_2020_Parma,central-midfield,Antonino Barilla_2020
Antonio Sanchez,2022,Mallorca,Antonio Sanchez_2022_Mallorca,central-midfield,Antonio Sanchez_2022
Antonio Sanchez,2023,Mallorca,Antonio Sanchez_2023_Mallorca,central-midfield,Antonio Sanchez_2023
Anuar,2019,Valladolid,Anuar_2019_Valladolid,central-midfield,Anuar_2019
Arne Engels,2023,Augsburg,Arne Engels_2023_Augsburg,central-midfield,Arne Engels_2023
Arne Maier,2019,Hertha BSC,Arne Maier_2019_Hertha BSC,central-midfield,Arne Maier_2019
Arne Maier,2020,Hertha BSC,Arne Maier_2020_Hertha BSC,central-midfield,Arne Maier_2020
Arne Maier,2021,Arminia,Arne Maier_2021_Arminia,central-midfield,Arne Maier_2021
Arne Maier,2022,Augsburg,Arne Maier_2022_Augsburg,central-midfield,Arne Maier_2022
Arne Maier,2023,Augsburg,Arne Maier_2023_Augsburg,central-midfield,Arne Maier_2023
Arthur Melo,2019,Barcelona,Arthur Melo_2019_Barcelona,central-midfield,Arthur Melo_2019
Arthur Melo,2020,Barcelona,Arthur Melo_2020_Barcelona,central-midfield,Arthur Melo_2020
Arthur Melo,2021,Juventus,Arthur Melo_2021_Juventus,central-midfield,Arthur Melo_2021
Artur Ionita,2019,Cagliari,Artur Ionita_2019_Cagliari,central-midfield,Artur Ionita_2019
Artur Ionita,2020,Cagliari,Artur Ionita_2020_Cagliari,central-midfield,Artur Ionita_2020
Arturo Vidal,2019,Barcelona,Arturo Vidal_2019_Barcelona,central-midfield,Arturo Vidal_2019
Arturo Vidal,2020,Barcelona,Arturo Vidal_2020_Barcelona,central-midfield,Arturo Vidal_2020
Arturo Vidal,2021,Inter,Arturo Vidal_2021_Inter,central-midfield,Arturo Vidal_2021
Aster Vranckx,2022,Wolfsburg,Aster Vranckx_2022_Wolfsburg,central-midfield,Aster Vranckx_2022
Aymen Barkok,2021,Eint Frankfurt,Aymen Barkok_2021_Eint Frankfurt,central-midfield,Aymen Barkok_2021
Azzedine Ounahi,2022,Angers,Azzedine Ounahi_2022_Angers,central-midfield,Azzedine Ounahi_2022
Azzedine Ounahi,2023,Angers,Azzedine Ounahi_2023_Angers,central-midfield,Azzedine Ounahi_2023
Benat Etxebarria,2019,Athletic Club,Benat Etxebarria_2019_Athletic Club,central-midfield,Benat Etxebarria_2019
Beram Kayal,2019,Brighton,Beram Kayal_2019_Brighton,central-midfield,Beram Kayal_2019
Billy Gilmour,2022,Norwich City,Billy Gilmour_2022_Norwich City,central-midfield,Billy Gilmour_2022
Billy Gilmour,2023,Brighton,Billy Gilmour_2023_Brighton,central-midfield,Billy Gilmour_2023
Blaise Matuidi,2019,Juventus,Blaise Matuidi_2019_Juventus,central-midfield,Blaise Matuidi_2019
Blaise Matuidi,2020,Juventus,Blaise Matuidi_2020_Juventus,central-midfield,Blaise Matuidi_2020
Blerim Dzemaili,2019,Bologna,Blerim Dzemaili_2019_Bologna,central-midfield,Blerim Dzemaili_2019
Blerim Dzemaili,2020,Bologna,Blerim Dzemaili_2020_Bologna,central-midfield,Blerim Dzemaili_2020
Borja Valero,2019,Inter,Borja Valero_2019_Inter,central-midfield,Borja Valero_2019
