,Unnamed: 0,unique_ID,Comp,GA90,Save_percent,CS_percent,_per_90_Expected,Cmp_percent_Launched,Stp_percent_Crosses,#OPA_per_90_Sweeper,calculated_war
421,421,Gaetan Poussin_2022_Bordeaux,Ligue 1,2.23,55.7,15.4,-0.51,37.9,5.2,3.08,-3.37248221821084
422,422,Alvaro Fernandez_2022_Brentford,Premier League,2.0,66.7,8.3,-0.17,29.6,4.6,1.5,-1.9415353285159513
423,423,David Raya_2022_Brentford,Premier League,1.13,77.7,33.3,-0.03,42.7,6.7,1.46,1.4861764925508625
424,424,Marco Bizot_2022_Brest,Ligue 1,1.5,68.8,18.4,-0.1,46.5,3.0,0.89,-0.43698572325002843
425,425,Robert Sanchez_2022_Brighton,Premier League,1.14,72.3,29.7,-0.03,28.2,11.6,0.97,0.7669919655459436
426,426,Nick Pope_2022_Burnley,Premier League,1.31,74.5,25.0,-0.05,39.5,7.6,2.22,0.6780135786909373
427,427,Alessio Cragno_2022_Cagliari,Serie A,1.8,66.1,5.7,-0.27,45.7,4.5,0.94,-1.8635450512785088
428,428,Matias Dituro_2022_Celta Vigo,La Liga,1.13,71.3,36.8,0.06,37.7,8.0,0.97,1.2513891816713292
429,429,Edouard Mendy_2022_Chelsea,Premier League,0.91,75.5,41.2,-0.05,43.0,7.5,1.35,1.8433101371394407
430,430,Arthur Desmas_2022_Clermont Foot,Ligue 1,2.28,54.5,20.0,-0.67,24.1,3.1,0.28,-4.1765398787174695
431,431,Ouparine Djoco_2022_Clermont Foot,Ligue 1,1.53,65.7,21.7,-0.24,30.5,7.6,1.19,-1.0561355617160753
432,432,Jack Butland_2022_Crystal Palace,Premier League,1.53,53.6,12.5,-0.16,26.9,7.9,0.82,-2.229939164956505
433,433,Vicente Guaita_2022_Crystal Palace,Premier League,1.12,74.1,36.7,-0.14,37.2,4.4,1.22,0.9275219233042082
434,434,Jeremias Ledesma_2022_Cadiz,La Liga,1.34,76.5,34.2,0.05,34.3,7.2,0.74,1.197468735957376
435,435,Gregor Kobel_2022_Dortmund,Bundesliga,1.37,67.3,24.1,0.01,32.1,5.0,1.72,-0.05620682425864804
436,436,Kevin Trapp_2022_Eint Frankfurt,Bundesliga,1.44,73.2,15.6,0.18,29.1,4.5,1.34,0.3223808648052197
437,437,Edgar Badia_2022_Elche,La Liga,1.46,75.4,20.8,0.1,44.6,4.3,1.71,0.7420963318186176
438,438,Kiko Casilla_2022_Elche,La Liga,1.21,71.7,21.4,0.01,34.4,3.7,1.07,0.34403847928002623
439,439,Guglielmo Vicario_2022_Empoli,Serie A,1.84,69.9,18.4,0.03,34.5,5.8,1.0,-0.570112923920156
440,440,Diego Lopez_2022_Espanyol,La Liga,1.39,70.7,25.0,0.09,36.8,5.7,1.22,0.46971094729910773
441,441,Jordan Pickford_2022_Everton,Premier League,1.66,66.5,20.0,-0.07,34.8,4.4,1.0,-0.8251148087232186
442,442,Bartlomiej Dragowski_2022_Fiorentina,Serie A,1.29,73.1,28.6,0.02,44.3,3.3,3.24,0.9359488333801634
443,443,Pietro Terracciano_2022_Fiorentina,Serie A,1.35,59.0,29.0,-0.29,42.5,7.6,1.6,-0.9906524110580387
444,444,Mark Flekken_2022_Freiburg,Bundesliga,1.22,73.8,31.3,0.05,38.7,3.0,1.09,1.0172242921739885
445,445,Salvatore Sirigu_2022_Genoa,Serie A,1.59,69.4,27.0,-0.17,42.5,2.9,0.54,-0.4292513305553661
446,446,David Soria_2022_Getafe,La Liga,1.08,70.5,34.2,0.02,42.4,4.4,1.19,1.0623635188719474
447,447,Luis Maximiano_2022_Granada,La Liga,1.58,71.8,20.0,0.09,31.8,5.1,1.55,0.06691965910386966
448,448,Sascha Burchert_2022_Greuther Furth,Bundesliga,2.0,65.3,21.4,-0.22,36.8,3.6,1.71,-1.5720156930645208
449,449,Marius Funk_2022_Greuther Furth,Bundesliga,3.75,48.1,0.0,-0.47,35.7,7.4,2.38,-6.296427137549804
450,450,Andreas Linde_2022_Greuther Furth,Bundesliga,2.0,62.9,25.0,-0.27,29.9,5.7,0.83,-1.8599861978779906
451,451,Lorenzo Montipo_2022_Hellas Verona,Serie A,1.47,65.0,11.8,-0.22,32.8,4.2,0.68,-1.4361463449972867
452,452,Marcel Lotka_2022_Hertha BSC,Bundesliga,2.03,65.3,22.2,-0.63,33.5,9.0,1.02,-2.524671305853701
453,453,Alexander Schwolow_2022_Hertha BSC,Bundesliga,2.11,62.6,16.0,-0.36,37.8,4.2,1.32,-2.4446463922505455
454,454,Oliver Baumann_2022_Hoffenheim,Bundesliga,1.73,64.5,24.2,-0.14,35.1,6.4,1.97,-0.9628421142999812
455,455,Samir Handanovic_2022_Inter,Serie A,0.81,79.0,40.5,0.11,46.2,3.8,0.27,2.4898551337064205
456,456,Wojciech Szczesny_2022_Juventus,Serie A,0.88,75.2,36.4,0.05,45.4,5.0,0.76,1.8577798497938456
457,457,Timo Horn_2022_Koln,Bundesliga,1.62,62.5,7.7,-0.02,40.4,2.7,1.46,-1.3535073391146202
458,458,Marvin Schwabe_2022_Koln,Bundesliga,1.33,71.4,14.3,0.21,42.6,3.2,0.71,0.4834578601245718
459,459,Pepe Reina_2022_Lazio,Serie A,1.93,58.3,13.3,-0.36,49.6,5.4,0.67,-2.490071060812845
460,460,Thomas Strakosha_2022_Lazio,Serie A,1.26,67.4,30.4,0.03,49.1,3.9,0.7,0.5514823440584184
461,461,Illan Meslier_2022_Leeds United,Premier League,2.1,66.4,13.2,-0.43,26.3,5.3,1.2,-2.574210859261874
462,462,Kasper Schmeichel_2022_Leicester City,Premier League,1.57,72.7,18.9,-0.04,39.9,2.8,1.03,-0.15650137350077153
463,463,Wuilker Farinez_2022_Lens,Ligue 1,1.22,68.9,27.3,-0.15,30.5,9.4,1.71,0.06259110700173157
464,464,Jean-Louis Leca_2022_Lens,Ligue 1,1.28,70.0,18.5,-0.05,41.7,6.5,0.93,0.0484257716945662
465,465,Cardenas_2022_Levante,La Liga,1.92,65.0,20.8,-0.19,31.1,3.0,1.08,-1.595075552670735
466,466,Aitor Fernandez_2022_Levante,La Liga,2.24,65.4,15.4,-0.42,38.3,5.1,1.62,-2.4995989158043272
467,467,Lukas Hradecky_2022_Leverkusen,Bundesliga,1.37,72.7,25.0,-0.07,34.1,4.4,1.41,0.20799868266558227
468,468,Ivo Grbic_2022_Lille,Ligue 1,1.33,69.4,9.5,-0.18,36.3,5.2,0.62,-0.8411312859397502
469,469,Alisson_2022_Liverpool,Premier League,0.67,75.8,55.6,0.04,44.2,6.5,2.47,2.974771160549804
470,470,Matthieu Dreyer_2022_Lorient,Ligue 1,1.56,57.9,43.8,-0.36,33.0,2.2,0.63,-1.27437403137798
471,471,Paul Nardi_2022_Lorient,Ligue 1,1.73,62.6,18.2,-0.2,24.0,1.2,0.68,-1.8564051995620652
472,472,Anthony Lopes_2022_Lyon,Ligue 1,1.36,71.6,23.5,0.02,43.0,4.1,0.85,0.3927753001911974
473,473,Julian Pollersbeck_2022_Lyon,Ligue 1,1.24,92.0,25.0,0.31,37.1,2.1,1.44,2.771063248087251
474,474,Yann Sommer_2022_M'Gladbach,Bundesliga,1.82,68.7,15.2,-0.09,33.5,4.4,1.66,-1.0526654187466309
475,475,Robin Zentner_2022_Mainz 05,Bundesliga,1.31,68.3,31.3,-0.06,30.6,6.9,2.13,0.2426917651877378
476,476,Manolo Reina_2022_Mallorca,La Liga,1.24,68.0,38.1,0.11,39.2,4.2,0.43,0.9333095670653706
477,477,Sergio Rico_2022_Mallorca,La Liga,2.07,54.4,7.1,-0.4,46.8,1.0,0.36,-3.455131169608843
478,478,Ederson_2022_Manchester City,Premier League,0.7,69.9,54.1,-0.01,47.8,7.0,1.49,2.3114158929222812
479,479,David de Gea_2022_Manchester Utd,Premier League,1.5,70.0,21.1,0.03,32.7,1.5,0.66,-0.20252382691497017
480,480,Pau Lopez_2022_Marseille,Ligue 1,1.07,68.6,34.5,-0.04,31.9,7.0,1.59,0.7107508134101773
481,481,Steve Mandanda_2022_Marseille,Ligue 1,0.78,73.1,55.6,0.08,38.5,4.4,2.33,2.579302446904416
482,482,Marc-Aurele Caillard_2022_Metz,Ligue 1,1.75,67.8,29.4,-0.15,37.3,3.8,0.76,-0.6569329455303587
483,483,Alexandre Oukidja_2022_Metz,Ligue 1,1.87,60.4,14.3,-0.35,39.1,12.2,2.02,-2.1216152910699115
484,484,Mike Maignan_2022_Milan,Serie A,0.66,81.2,53.1,0.13,42.0,7.2,1.41,3.443445398963856
485,485,Ciprian Tatarusanu_2022_Milan,Serie A,1.67,66.7,16.7,-0.02,44.6,7.3,0.5,-0.6340195875276332
486,486,Alexander Nubel_2022_Monaco,Ligue 1,1.05,77.3,28.9,0.12,38.6,5.4,1.21,1.631032985922184
487,487,Dimitry Bertaud_2022_Montpellier,Ligue 1,2.16,68.4,22.2,-0.43,35.7,6.3,0.43,-2.025871028079008
488,488,Jonas Omlin_2022_Montpellier,Ligue 1,1.43,75.9,27.6,0.15,40.4,7.9,0.94,1.1589410743964157
489,489,Alban Lafont_2022_Nantes,Ligue 1,1.26,71.6,21.1,0.14,33.9,5.5,1.47,0.632329464442995
490,490,Alex Meret_2022_Napoli,Serie A,0.87,79.3,28.6,0.06,44.8,3.4,0.73,1.8723434746673817
491,491,David Ospina_2022_Napoli,Serie A,0.81,77.4,41.9,0.12,37.8,5.1,1.0,2.381792722733247
492,492,Karl Darlow_2022_Newcastle Utd,Premier League,1.87,64.9,0.0,-0.56,44.2,4.7,0.5,-2.991518827200734
493,493,Martin Dubravka_2022_Newcastle Utd,Premier League,1.35,67.9,30.8,0.0,41.6,6.1,0.54,0.34684336614147726
494,494,Walter Benitez_2022_Nice,Ligue 1,0.95,78.0,37.8,0.21,38.4,6.2,0.89,2.3490812968501973
495,495,Angus Gunn_2022_Norwich City,Premier League,2.44,64.9,11.1,-0.3,34.9,1.7,1.56,-2.7903463277596994
496,496,Tim Krul_2022_Norwich City,Premier League,2.14,66.7,17.2,-0.4,33.6,3.2,0.66,-2.341665034733174
497,497,Sergio Herrera_2022_Osasuna,La Liga,1.33,70.1,33.3,0.03,45.6,4.3,1.78,0.8075096153278771
498,498,Gianluigi Donnarumma_2022_Paris S-G,Ligue 1,1.0,73.8,29.4,0.09,42.6,6.3,2.0,1.4988049377689276
499,499,Keylor Navas_2022_Paris S-G,Ligue 1,0.87,79.5,33.3,0.01,39.7,2.1,0.97,1.8490019588440048
500,500,Peter Gulacsi_2022_RB Leipzig,Bundesliga,1.03,72.1,27.3,-0.03,37.7,4.0,1.85,0.8253608782348882
501,501,Stole Dimitrievski_2022_Rayo Vallecano,La Liga,1.2,76.2,30.0,0.05,32.9,8.6,1.14,1.2182304279428364
502,502,Luca Zidane_2022_Rayo Vallecano,La Liga,1.81,64.9,0.0,-0.14,44.7,10.0,0.84,-1.7703386572182018
503,503,Thibaut Courtois_2022_Real Madrid,La Liga,0.81,77.5,44.4,0.12,29.5,4.5,0.86,2.328086894107041
504,504,Alex Remiro_2022_Real Sociedad,La Liga,0.91,75.0,54.3,-0.02,41.8,3.9,1.37,2.2673133516921045
505,505,Predrag Rajkovic_2022_Reims,Ligue 1,1.16,75.8,28.9,-0.03,31.5,5.7,1.39,0.9298638235992397
506,506,Dogan Alemdar_2022_Rennes,Ligue 1,1.08,66.7,33.3,-0.06,36.7,5.5,2.0,0.5257571361524742
507,507,Alfred Gomis_2022_Rennes,Ligue 1,1.0,68.7,40.0,0.0,42.8,4.7,1.24,1.2043432626490298
508,508,Rui Patricio_2022_Roma,Serie A,1.13,74.0,39.5,0.03,44.3,3.1,0.68,1.46770816629582
509,509,Stefan Bajic_2022_Saint-Etienne,Ligue 1,2.29,62.1,0.0,0.04,37.3,4.9,1.94,-2.302603990673412
510,510,Paul Bernardoni_2022_Saint-Etienne,Ligue 1,1.95,65.6,15.8,-0.19,28.6,9.6,2.95,-1.5447883513291012
511,511,Etienne Green_2022_Saint-Etienne,Ligue 1,2.03,61.2,6.7,-0.08,38.6,3.5,1.05,-2.16179278553406
512,512,Vid Belec_2022_Salernitana,Serie A,2.28,65.9,4.8,-0.29,43.4,3.6,0.65,-2.6104003619829714
513,513,Luigi Sepe_2022_Salernitana,Serie A,1.55,73.1,6.3,0.04,51.9,4.3,0.84,-0.16963074591468008
514,514,Emil Audero_2022_Sampdoria,Serie A,1.69,63.8,17.2,-0.14,43.0,5.3,0.88,-1.198855155284117
515,515,Wladimiro Falcone_2022_Sampdoria,Serie A,1.47,75.9,22.2,-0.13,42.0,4.3,0.21,0.14015986659546184
516,516,Andrea Consigli_2022_Sassuolo,Serie A,1.71,67.8,8.1,-0.16,43.2,4.3,0.81,-1.3240862823614543
517,517,Yassine Bounou_2022_Sevilla,La Liga,0.77,78.0,41.9,0.09,40.2,6.4,0.77,2.4591685450320426
518,518,Marko Dmitrovic_2022_Sevilla,La Liga,0.83,73.7,66.7,-0.16,41.4,6.1,2.0,2.4776740698150967
519,519,Fraser Forster_2022_Southampton,Premier League,1.84,67.3,15.8,-0.03,31.8,6.7,1.26,-1.0199698383525868
520,520,Alex McCarthy_2022_Southampton,Premier League,1.59,62.0,29.4,-0.32,30.1,8.6,0.29,-1.3569683712103715
521,521,Ivan Provedel_2022_Spezia,Serie A,1.7,73.9,22.6,-0.04,33.4,5.9,0.81,-0.1260786203311243
522,522,Jeroen Zoet_2022_Spezia,Serie A,2.71,58.1,0.0,-0.84,29.0,2.1,0.86,-5.474267782135365
523,523,Matz Sels_2022_Strasbourg,Ligue 1,1.16,70.0,35.1,-0.19,40.9,2.7,1.05,0.39033862094372196
524,524,Florian Muller_2022_Stuttgart,Bundesliga,1.73,65.5,13.3,-0.16,39.1,3.8,1.23,-1.3833072404258302
525,525,Etrit Berisha_2022_Torino,Serie A,0.8,85.4,40.0,0.22,28.2,4.7,1.0,3.0216734187263934
526,526,Vanja Milinkovic-Savic_2022_Torino,Serie A,1.22,67.5,14.8,-0.23,29.1,6.2,0.81,-0.8582485679040444
527,527,Hugo Lloris_2022_Tottenham,Premier League,1.05,72.3,42.1,-0.04,41.2,5.8,1.18,1.4051992631562042
528,528,Gauthier Gallon_2022_Troyes,Ligue 1,1.45,72.6,25.8,0.07,40.5,4.6,0.81,0.5373875690256245
529,529,Jessy Moulin_2022_Troyes,Ligue 1,1.14,75.0,14.3,-0.02,33.0,10.1,1.29,0.48525641289653
530,530,Marco Silvestri_2022_Udinese,Serie A,1.43,68.1,20.0,-0.1,38.8,3.5,0.29,-0.4968794886854957
531,531,Andreas Luthe_2022_Union Berlin,Bundesliga,1.44,64.4,22.2,-0.2,34.5,7.3,0.89,-0.8973940279335431
532,532,Frederik Ronnow_2022_Union Berlin,Bundesliga,0.71,72.2,28.6,-0.09,35.2,13.3,0.43,1.2074077592017196
533,533,Jasper Cillessen_2022_Valencia,La Liga,1.79,68.8,17.6,0.1,43.0,3.1,0.86,-0.3941302203420909
534,534,Giorgi Mamardashvili_2022_Valencia,La Liga,1.11,76.0,44.4,0.06,36.6,4.8,1.61,1.8764795458944274
535,535,Luca Lezzerini_2022_Venezia,Serie A,1.64,76.9,0.0,0.05,37.3,2.0,0.55,-0.4983176697087995
536,536,Niki Maenpaa_2022_Venezia,Serie A,1.64,73.8,6.3,0.07,31.7,2.2,0.61,-0.5374736649646001
537,537,Sergio Romero_2022_Venezia,Serie A,2.06,74.3,18.8,-0.01,38.1,5.3,0.69,-0.5429682061817828
538,538,Sergio Asenjo_2022_Villarreal,La Liga,1.5,71.4,0.0,-0.01,28.8,2.9,2.33,-0.9080433578304499
539,539,Geronimo Rulli_2022_Villarreal,La Liga,0.87,75.0,43.8,0.04,39.3,4.6,1.63,2.055425375128402
540,540,Daniel Bachmann_2022_Watford,Premier League,2.33,65.3,0.0,-0.23,34.3,3.7,1.0,-2.876592560244495
541,541,Ben Foster_2022_Watford,Premier League,1.88,60.3,15.4,-0.42,31.5,4.4,1.42,-2.6043694454592052
542,542,Lukasz Fabianski_2022_West Ham,Premier League,1.35,70.4,21.6,-0.03,36.8,4.7,0.32,0.002308571875225362
543,543,Koen Casteels_2022_Wolfsburg,Bundesliga,1.43,68.6,35.7,0.07,44.6,7.5,1.07,0.769377787562064
544,544,Pavao Pervan_2022_Wolfsburg,Bundesliga,2.33,65.8,16.7,-0.29,31.0,2.1,1.17,-2.4317633055475376
545,545,Jose Sa_2022_Wolves,Premier League,1.1,80.6,29.7,0.2,29.4,7.8,1.1,1.9498955743734605
546,546,Benjamin Leroy_2023_Ajaccio,Ligue 1,1.93,60.9,12.5,-0.36,40.8,4.6,1.74,-2.4101865530238387
547,547,Francois-Joseph Sollacaro_2023_Ajaccio,Ligue 1,2.33,45.8,16.7,-0.65,21.8,6.5,1.0,-4.9062353291702125
548,548,Fernando_2023_Almeria,La Liga,1.67,70.5,10.8,0.01,35.7,6.4,0.71,-0.6379689868013002
549,549,Paul Bernardoni_2023_Angers,Ligue 1,2.3,62.2,11.1,-0.28,32.3,5.9,0.67,-2.786574807662884
550,550,Yahia Fofana_2023_Angers,Ligue 1,1.73,66.7,9.1,-0.14,26.4,11.9,0.82,-1.4430926148014611
551,551,Aaron Ramsdale_2023_Arsenal,Premier League,1.13,70.6,36.8,-0.05,25.4,5.8,1.13,0.6975231830115625
552,552,Emiliano Martinez_2023_Aston Villa,Premier League,1.09,74.2,30.6,0.07,38.0,12.4,2.09,1.4916038341875233
553,553,Juan Musso_2023_Atalanta,Serie A,1.17,71.9,29.2,-0.14,39.5,5.5,1.04,0.46505194806203876
554,554,Marco Sportiello_2023_Atalanta,Serie A,1.41,68.8,14.3,-0.1,35.1,9.0,1.21,-0.5086135855824637
555,555,Julen Agirrezabala_2023_Athletic Club,La Liga,0.8,68.4,28.6,-0.06,36.6,11.5,1.33,0.9113632458091896
556,556,Unai Simon_2023_Athletic Club,La Liga,1.21,67.3,29.0,-0.08,38.2,5.1,1.31,0.17998352439660506
557,557,Ivo Grbic_2023_Atletico Madrid,La Liga,1.17,81.3,20.0,0.17,31.1,10.7,0.68,1.5526570761979752
558,558,Jan Oblak_2023_Atletico Madrid,La Liga,0.72,75.9,39.3,0.07,32.1,7.0,0.69,2.088797978783037
559,559,Rafal Gikiewicz_2023_Augsburg,Bundesliga,1.78,70.6,21.7,0.01,40.9,5.8,1.96,-0.20514326316459522
560,560,Tomas Koubek_2023_Augsburg,Bundesliga,2.0,66.2,9.1,0.19,34.2,5.7,2.0,-0.9644889742138827
561,561,Benoit Costil_2023_Auxerre,Ligue 1,2.16,60.4,10.5,-0.37,45.2,1.1,0.58,-2.905045540812629
562,562,Ionut Radu_2023_Auxerre,Ligue 1,1.18,73.0,29.4,0.17,33.5,5.1,0.76,1.160963388285192
563,563,Marc-Andre ter Stegen_2023_Barcelona,La Liga,0.48,84.7,68.4,0.23,50.1,4.9,1.1,4.80261836440379
564,564,Manuel Neuer_2023_Bayern Munich,Bundesliga,0.92,79.5,33.3,0.31,49.4,3.9,1.92,2.7581925426008915
565,565,Yann Sommer_2023_Bayern Munich,Bundesliga,1.32,67.3,26.3,-0.07,40.7,5.7,1.42,0.031322064045402005
566,566,Claudio Bravo_2023_Betis,La Liga,0.75,81.0,33.3,0.17,33.3,1.9,0.5,2.353884774915313
567,567,Rui Silva_2023_Betis,La Liga,1.23,71.2,34.6,0.07,37.6,4.9,1.42,1.0202464922390782
568,568,Manuel Riemann_2023_Bochum,Bundesliga,2.12,68.0,14.7,0.0,47.1,5.8,3.56,-0.9032162887157612
569,569,Lukasz Skorupski_2023_Bologna,Serie A,1.32,73.9,18.9,0.05,39.4,5.9,0.65,0.48986773907097503
570,570,Neto_2023_Bournemouth,Premier League,1.47,74.6,22.2,0.06,36.6,6.9,0.94,0.5088362591320803
571,571,Mark Travers_2023_Bournemouth,Premier League,2.78,54.5,18.2,-0.52,46.1,2.2,0.43,-4.144572398396831
572,572,David Raya_2023_Brentford,Premier League,1.21,77.7,31.6,0.13,39.3,8.7,1.42,1.6959397750253113
573,573,Marco Bizot_2023_Brest,Ligue 1,1.46,73.3,21.6,0.08,41.5,5.8,0.68,0.48151247837723554
574,574,Robert Sanchez_2023_Brighton,Premier League,1.3,66.2,26.1,-0.12,29.3,7.4,0.57,-0.3534436527983857
575,575,Jason Steele_2023_Brighton,Premier League,1.53,61.4,40.0,-0.1,45.9,7.9,1.27,-0.11263777945636991
576,576,Agustin Marchesin_2023_Celta Vigo,La Liga,1.53,62.5,31.6,-0.38,38.6,5.5,1.32,-1.1771554406487945
577,577,Ivan Villar_2023_Celta Vigo,La Liga,1.26,66.1,21.1,-0.09,33.9,3.1,0.74,-0.44426543080282715
578,578,Kepa Arrizabalaga_2023_Chelsea,Premier League,1.16,73.3,31.0,0.18,31.9,4.5,1.82,1.3185402652763611
579,579,Edouard Mendy_2023_Chelsea,Premier League,1.47,64.1,11.1,-0.22,35.1,7.0,1.16,-1.4018823525636468
580,580,Mory Diaw_2023_Clermont Foot,Ligue 1,1.27,75.8,27.0,0.23,39.1,7.3,0.68,1.4595785608304128
581,581,Marco Carnesecchi_2023_Cremonese,Serie A,1.74,70.6,14.8,-0.07,30.0,7.2,1.07,-0.8045450022853374
582,582,Ionut Radu_2023_Cremonese,Serie A,2.11,75.0,11.1,0.22,26.6,5.6,1.0,-0.4487405422514125
583,583,Vicente Guaita_2023_Crystal Palace,Premier League,1.26,72.4,22.2,0.01,35.9,6.3,0.96,0.4457504023997231
584,584,Sam Johnstone_2023_Crystal Palace,Premier League,1.11,76.5,33.3,0.11,30.3,1.9,1.22,1.4256844752777456
585,585,Jeremias Ledesma_2023_Cadiz,La Liga,1.41,77.7,35.3,-0.03,32.1,7.1,0.76,1.0221673358997543
586,586,Gregor Kobel_2023_Dortmund,Bundesliga,1.19,73.9,40.7,0.1,39.7,5.1,1.37,1.6145786574544096
587,587,Alexander Meyer_2023_Dortmund,Bundesliga,1.71,62.5,14.3,-0.58,40.0,8.8,2.57,-2.3425919038483434
588,588,Kevin Trapp_2023_Eint Frankfurt,Bundesliga,1.55,62.3,18.2,-0.23,24.5,4.2,0.73,-1.6558645479374308
589,589,Edgar Badia_2023_Elche,La Liga,1.75,72.0,11.1,0.24,45.3,3.7,0.56,0.024240732936433102
590,590,Samuele Perisan_2023_Empoli,Serie A,1.29,62.5,28.6,-0.22,33.3,3.7,0.57,-0.7949222234350546
591,591,Guglielmo Vicario_2023_Empoli,Serie A,1.26,73.9,22.6,0.09,30.3,5.6,0.71,0.6468231183439692
592,592,Alvaro Fernandez_2023_Espanyol,La Liga,1.64,64.0,18.2,-0.17,47.1,3.3,1.36,-1.1075694237020404
593,593,Benjamin Lecomte_2023_Espanyol,La Liga,1.4,65.0,10.0,-0.26,45.0,2.7,1.1,-1.3279798176961248
594,594,Fernando Pacheco_2023_Espanyol,La Liga,2.06,67.0,18.8,-0.4,46.7,6.6,1.19,-1.8416331704879965
595,595,Jordan Pickford_2023_Everton,Premier League,1.54,71.3,21.6,0.08,33.7,3.9,1.41,0.10634445333495325
596,596,Pietro Terracciano_2023_Fiorentina,Serie A,1.31,66.7,17.2,-0.1,41.3,4.4,1.9,-0.407259552122696
597,597,Mark Flekken_2023_Freiburg,Bundesliga,1.29,74.0,38.2,0.07,40.8,7.4,1.26,1.400991319585899
598,598,Bernd Leno_2023_Fulham,Premier League,1.42,77.1,22.2,0.25,31.7,7.5,1.28,1.1719648902580782
599,599,David Soria_2023_Getafe,La Liga,1.18,75.3,34.2,0.07,45.2,6.1,1.21,1.5214082168252274
600,600,Juan Carlos_2023_Girona,La Liga,1.8,62.8,0.0,-0.13,35.9,5.0,2.1,-2.076084660988127
601,601,Paulo Gazzaniga_2023_Girona,La Liga,1.32,73.6,14.3,0.3,36.5,7.8,1.36,0.9292149550505565
602,602,Lorenzo Montipo_2023_Hellas Verona,Serie A,1.59,68.0,13.5,-0.17,46.5,5.2,1.49,-0.870065364305149
603,603,Oliver Christensen_2023_Hertha BSC,Bundesliga,2.06,61.3,9.1,-0.31,34.8,6.8,2.12,-2.565525022837868
604,604,Oliver Baumann_2023_Hoffenheim,Bundesliga,1.68,65.8,14.7,-0.16,39.2,8.1,1.26,-1.1453856485525644
605,605,Samir Handanovic_2023_Inter,Serie A,1.31,67.3,28.6,-0.14,51.7,1.3,0.73,-0.004143268154056259
606,606,Andre Onana_2023_Inter,Serie A,1.0,73.5,33.3,-0.11,38.9,5.3,0.42,0.9661414106722301
607,607,Mattia Perin_2023_Juventus,Serie A,0.66,85.0,60.0,0.39,29.9,2.6,1.04,4.295311492864638
608,608,Wojciech Szczesny_2023_Juventus,Serie A,0.95,75.3,50.0,0.0,47.4,2.8,0.76,2.1555507628231485
609,609,Marvin Schwabe_2023_Koln,Bundesliga,1.59,61.2,17.6,-0.26,38.1,4.1,0.65,-1.6727932811913593
610,610,Ivan Provedel_2023_Lazio,Serie A,0.79,77.3,56.8,0.06,42.4,4.3,1.45,2.898386811326434
611,611,Wladimiro Falcone_2023_Lecce,Serie A,1.21,73.7,15.8,0.01,26.9,4.3,1.11,0.18579485399668647
612,612,Illan Meslier_2023_Leeds United,Premier League,1.97,59.5,14.7,-0.36,23.6,7.9,1.94,-2.6722461326880795
613,613,Daniel Iversen_2023_Leicester City,Premier League,1.83,66.1,8.3,-0.18,19.6,7.9,0.5,-1.9553131327357096
614,614,Danny Ward_2023_Leicester City,Premier League,1.77,63.0,23.1,-0.21,31.0,5.6,1.62,-1.4413487929560869
615,615,Brice Samba_2023_Lens,Ligue 1,0.76,80.0,40.5,0.15,40.0,8.9,1.11,2.792542778454268
616,616,Lukas Hradecky_2023_Leverkusen,Bundesliga,1.42,71.8,27.3,-0.11,31.4,6.7,0.79,0.04024088821116168
617,617,Lucas Chevalier_2023_Lille,Ligue 1,0.97,72.4,31.3,0.08,27.0,6.9,0.78,1.1611416807688308
618,618,Alisson_2023_Liverpool,Premier League,1.16,72.1,37.8,0.27,41.0,5.8,2.41,1.9066169103034325
619,619,Vito Mannone_2023_Lorient,Ligue 1,1.34,72.6,29.4,0.07,31.8,3.5,0.5,0.6204224722213696
620,620,Yvon Mvogo_2023_Lorient,Ligue 1,1.44,71.4,14.3,-0.04,37.7,5.5,0.35,-0.29077577532216364
621,621,Anthony Lopes_2023_Lyon,Ligue 1,1.25,75.6,21.9,0.14,36.0,5.3,0.8,0.9741447074363168
622,622,Remy Riou_2023_Lyon,Ligue 1,1.2,83.3,16.7,0.27,24.5,7.7,1.5,1.6629715638564284
623,623,Jonas Omlin_2023_M'Gladbach,Bundesliga,1.26,71.4,33.3,0.0,32.2,6.8,1.4,0.7404433755266762
624,624,Tobias Sippel_2023_M'Gladbach,Bundesliga,2.12,66.7,20.0,-0.08,23.6,2.3,0.71,-1.6293573920923303
625,625,Yann Sommer_2023_M'Gladbach,Bundesliga,1.4,80.0,30.0,0.37,34.0,3.1,1.3,1.9379390115621398
626,626,Finn Dahmen_2023_Mainz 05,Bundesliga,2.0,65.9,0.0,-0.32,34.5,10.8,1.0,-2.482868296675626
627,627,Robin Zentner_2023_Mainz 05,Bundesliga,1.5,67.0,26.9,-0.14,33.8,13.4,2.04,-0.24697558772012368
628,628,Predrag Rajkovic_2023_Mallorca,La Liga,1.11,74.4,33.3,-0.02,41.1,5.3,0.53,1.1608657368071877
629,629,Ederson_2023_Manchester City,Premier League,0.91,62.3,31.4,-0.14,44.5,6.6,0.94,0.20856416004527953
630,630,David de Gea_2023_Manchester Utd,Premier League,1.13,71.1,44.7,-0.02,31.4,2.9,0.84,1.116414711696708
631,631,Ruben Blanco_2023_Marseille,Ligue 1,1.09,68.4,0.0,-0.02,23.4,4.1,1.27,-0.800142264236391
632,632,Pau Lopez_2023_Marseille,Ligue 1,1.05,76.4,31.3,0.02,34.6,5.9,1.14,1.3561786457701455
